building_id,room_id,room_type,capacity,temperature,humidity,occupancy,energy_consumption,hvac_energy,lighting_energy,equipment_energy,other_energy,hvac_status,hvac_setpoint,equipment_status,outdoor_temperature,outdoor_humidity,timestamp
B002,R002,Meeting Room,10,23.78,59.56,0,0.083,0.0,0.006,0.061,0.016,OFF,24,Normal,23.110000000000003,70.45,2026-08-28 05:00:00
B002,R003,Server Room,3,21.99,59.23,1,0.649,0.0,0.004,0.628,0.018,OFF,22,Normal,22.37,71.19,2026-08-28 05:00:00
B003,R001,Office,12,23.47,59.02,0,0.106,0.0,0.007,0.086,0.013,OFF,24,Normal,21.950000000000003,70.91,2026-08-28 05:00:00
B003,R002,Meeting Room,10,23.52,62.95,4,0.119,0.0,0.014,0.088,0.018,OFF,24,Normal,21.43,77.39,2026-08-28 05:00:00
B003,R003,Server Room,3,21.85,59.92,0,0.654,0.0,0.002,0.642,0.011,OFF,22,Normal,22.07,73.02,2026-08-28 05:00:00
B001,R001,Office,12,23.85,58.21,1,0.114,0.0,0.009,0.091,0.013,OFF,24,Normal,23.02,71.2,2026-08-28 05:15:00
B001,R002,Meeting Room,10,23.5,58.05,0,0.087,0.0,0.006,0.062,0.018,OFF,24,Normal,23.0,70.04,2026-08-28 05:15:00
B001,R003,Server Room,3,21.76,57.32,3,0.655,0.0,0.007,0.632,0.015,OFF,22,Normal,22.34,68.64,2026-08-28 05:15:00
B002,R001,Office,12,23.56,58.62,1,0.124,0.0,0.009,0.095,0.02,OFF,24,Normal,23.59,73.06,2026-08-28 05:15:00
B002,R002,Meeting Room,10,23.84,57.8,0,0.089,0.0,0.006,0.063,0.02,OFF,24,Normal,23.55,71.69,2026-08-28 05:15:00
B002,R003,Server Room,3,22.08,58.85,2,0.655,0.0,0.006,0.636,0.013,OFF,22,Normal,22.470000000000002,71.87,2026-08-28 05:15:00
B003,R001,Office,12,23.41,59.39,1,0.118,0.0,0.01,0.097,0.012,OFF,24,Normal,21.59,70.51,2026-08-28 05:15:00
B003,R002,Meeting Room,10,23.61,58.87,0,0.085,0.0,0.006,0.062,0.017,OFF,24,Normal,21.92,73.73,2026-08-28 05:15:00
B003,R003,Server Room,3,22.02,60.28,0,0.654,0.0,0.002,0.633,0.018,OFF,22,Normal,21.55,74.2,2026-08-28 05:15:00
B001,R001,Office,12,23.95,58.67,2,0.124,0.0,0.011,0.101,0.012,OFF,24,Normal,22.69,71.69,2026-08-28 05:30:00
B001,R002,Meeting Room,10,23.68,54.75,0,0.078,0.0,0.006,0.061,0.01,OFF,24,Normal,22.64,67.55,2026-08-28 05:30:00
B001,R003,Server Room,3,21.71,60.59,0,0.654,0.0,0.002,0.64,0.012,OFF,22,Normal,22.12,74.63,2026-08-28 05:30:00
B002,R001,Office,12,23.58,58.38,5,0.154,0.0,0.017,0.12,0.017,OFF,24,Normal,22.540000000000003,74.73,2026-08-28 05:30:00
B002,R002,Meeting Room,10,23.89,63.9,0,0.081,0.0,0.006,0.062,0.013,OFF,24,Normal,23.07,74.56,2026-08-28 05:30:00
B002,R003,Server Room,3,21.95,59.93,2,0.652,0.0,0.006,0.629,0.018,OFF,22,Normal,22.94,70.32,2026-08-28 05:30:00
B003,R001,Office,12,23.67,57.49,1,0.125,0.0,0.01,0.095,0.02,OFF,24,Normal,21.84,70.25,2026-08-28 05:30:00
B003,R002,Meeting Room,10,23.54,62.12,0,0.081,0.0,0.006,0.062,0.013,OFF,24,Normal,21.87,75.08,2026-08-28 05:30:00
B003,R003,Server Room,3,21.96,57.56,1,0.655,0.0,0.004,0.635,0.016,OFF,22,Normal,20.93,70.88,2026-08-28 05:30:00
B001,R001,Office,12,23.94,60.46,0,0.111,0.0,0.008,0.088,0.016,OFF,24,Normal,22.15,74.6,2026-08-28 05:45:00
B001,R002,Meeting Room,10,23.83,60.15,0,0.083,0.0,0.006,0.064,0.012,OFF,24,Normal,23.48,70.29,2026-08-28 05:45:00
B001,R003,Server Room,3,22.04,58.78,0,0.661,0.0,0.002,0.639,0.02,OFF,22,Warning,21.99,73.41,2026-08-28 05:45:00
B002,R001,Office,12,23.73,58.24,3,0.14,0.0,0.013,0.107,0.02,OFF,24,Normal,22.84,71.61,2026-08-28 05:45:00
B002,R002,Meeting Room,10,23.83,58.25,0,0.078,0.0,0.006,0.061,0.011,OFF,24,Normal,23.96,70.53,2026-08-28 05:45:00
B002,R003,Server Room,3,21.99,57.47,2,0.669,0.0,0.006,0.647,0.016,OFF,22,Normal,23.040000000000003,73.28,2026-08-28 05:45:00
B003,R001,Office,12,23.77,54.99,4,0.14,0.0,0.015,0.114,0.011,OFF,24,Normal,22.720000000000002,68.65,2026-08-28 05:45:00
B003,R002,Meeting Room,10,23.58,60.57,2,0.099,0.0,0.01,0.076,0.013,OFF,24,Normal,22.34,73.37,2026-08-28 05:45:00
B003,R003,Server Room,3,22.14,60.99,1,0.635,0.0,0.004,0.615,0.016,OFF,22,Normal,21.8,75.03,2026-08-28 05:45:00
B001,R001,Office,12,23.87,57.65,2,0.12,0.0,0.011,0.098,0.011,OFF,24,Normal,23.33,71.16,2026-08-28 06:00:00
B001,R002,Meeting Room,10,23.7,57.06,5,0.126,0.0,0.016,0.095,0.016,OFF,24,Normal,22.56,70.72,2026-08-28 06:00:00
B001,R003,Server Room,3,22.11,60.72,1,0.657,0.0,0.004,0.639,0.015,OFF,22,Normal,22.98,75.35,2026-08-28 06:00:00
B002,R001,Office,12,23.66,57.1,9,0.18,0.0,0.024,0.141,0.015,OFF,24,Normal,23.400000000000002,71.72,2026-08-28 06:00:00
B002,R002,Meeting Room,10,23.91,59.14,9,0.153,0.0,0.023,0.119,0.011,OFF,24,Normal,23.32,71.87,2026-08-28 06:00:00
B002,R003,Server Room,3,22.01,59.01,4,0.686,0.0,0.01,0.662,0.015,OFF,22,Normal,22.990000000000002,72.69,2026-08-28 06:00:00
B003,R001,Office,12,23.74,58.93,0,0.104,0.0,0.007,0.087,0.01,OFF,24,Normal,21.830000000000002,74.24,2026-08-28 06:00:00
B003,R002,Meeting Room,10,23.9,59.93,0,0.079,0.0,0.006,0.062,0.01,OFF,24,Normal,23.73,71.54,2026-08-28 06:00:00
B003,R003,Server Room,3,22.07,54.47,0,0.642,0.0,0.002,0.621,0.02,OFF,22,Normal,22.700000000000003,66.49,2026-08-28 06:00:00
B001,R001,Office,12,23.64,57.01,1,0.115,0.0,0.009,0.093,0.012,OFF,24,Normal,22.67,69.78,2026-08-28 06:15:00
B001,R002,Meeting Room,10,23.92,59.07,4,0.117,0.0,0.014,0.089,0.014,OFF,24,Normal,23.71,70.77,2026-08-28 06:15:00
B001,R003,Server Room,3,22.17,59.32,0,0.651,0.0,0.002,0.633,0.016,OFF,22,Normal,23.3,72.13,2026-08-28 06:15:00
B002,R001,Office,12,23.71,58.57,0,0.111,0.0,0.007,0.085,0.018,OFF,24,Normal,23.53,69.97,2026-08-28 06:15:00
B002,R002,Meeting Room,10,23.89,60.33,0,0.086,0.0,0.006,0.063,0.016,OFF,24,Normal,23.34,75.57,2026-08-28 06:15:00
B002,R003,Server Room,3,22.02,58.87,1,0.631,0.0,0.004,0.615,0.013,OFF,22,Normal,23.48,73.05,2026-08-28 06:15:00
B003,R001,Office,12,23.68,56.04,1,0.121,0.0,0.01,0.096,0.015,OFF,24,Normal,23.37,68.98,2026-08-28 06:15:00
B003,R002,Meeting Room,10,23.81,58.17,0,0.08,0.0,0.006,0.062,0.011,OFF,24,Normal,22.150000000000002,68.91,2026-08-28 06:15:00
B003,R003,Server Room,3,21.99,61.1,1,0.669,0.0,0.004,0.647,0.019,OFF,22,Normal,21.610000000000003,72.64,2026-08-28 06:15:00
B001,R001,Office,12,23.64,56.68,0,0.11,0.0,0.008,0.09,0.012,OFF,24,Normal,23.19,69.49,2026-08-28 06:30:00
B001,R002,Meeting Room,10,23.99,60.1,2,0.104,0.0,0.01,0.076,0.018,OFF,24,Normal,23.25,71.25,2026-08-28 06:30:00
B001,R003,Server Room,3,22.1,57.68,0,0.632,0.0,0.002,0.617,0.013,OFF,22,Normal,22.7,69.06,2026-08-28 06:30:00
B002,R001,Office,12,23.59,59.92,1,0.12,0.0,0.01,0.095,0.015,OFF,24,Normal,23.310000000000002,70.62,2026-08-28 06:30:00
B002,R002,Meeting Room,10,23.93,58.76,1,0.089,0.0,0.008,0.07,0.011,OFF,24,Normal,23.6,70.25,2026-08-28 06:30:00
B002,R003,Server Room,3,21.94,58.1,1,0.636,0.0,0.004,0.62,0.013,OFF,22,Normal,24.200000000000003,72.26,2026-08-28 06:30:00
B003,R001,Office,12,23.42,57.13,4,0.143,0.0,0.015,0.114,0.014,OFF,24,Normal,22.220000000000002,71.36,2026-08-28 06:30:00
B003,R002,Meeting Room,10,23.6,57.42,0,0.08,0.0,0.006,0.061,0.013,OFF,24,Normal,22.43,68.76,2026-08-28 06:30:00
B003,R003,Server Room,3,22.33,61.36,0,1.138,0.483,0.002,0.638,0.016,ON,22,Normal,22.990000000000002,75.84,2026-08-28 06:30:00
B001,R001,Office,12,23.85,58.98,0,0.109,0.0,0.007,0.086,0.015,OFF,24,Normal,22.46,71.59,2026-08-28 06:45:00
B001,R002,Meeting Room,10,24.03,57.31,1,0.096,0.0,0.008,0.069,0.019,OFF,24,Normal,22.79,69.99,2026-08-28 06:45:00
B001,R003,Server Room,3,21.98,60.07,0,0.655,0.0,0.002,0.642,0.011,OFF,22,Normal,22.69,70.96,2026-08-28 06:45:00
B002,R001,Office,12,23.59,63.05,1,0.117,0.0,0.01,0.097,0.011,OFF,24,Normal,23.6,75.09,2026-08-28 06:45:00
B002,R002,Meeting Room,10,23.85,60.26,0,0.086,0.0,0.006,0.063,0.017,OFF,24,Normal,24.060000000000002,72.4,2026-08-28 06:45:00
B002,R003,Server Room,3,21.87,60.23,1,0.67,0.0,0.004,0.646,0.02,OFF,22,Normal,23.970000000000002,69.62,2026-08-28 06:45:00
B003,R001,Office,12,23.43,60.37,0,0.11,0.0,0.008,0.09,0.013,OFF,24,Normal,22.700000000000003,76.27,2026-08-28 06:45:00
B003,R002,Meeting Room,10,23.59,59.42,4,0.116,0.0,0.013,0.085,0.018,OFF,24,Normal,22.450000000000003,74.46,2026-08-28 06:45:00
B003,R003,Server Room,3,22.44,58.31,1,1.153,0.503,0.004,0.634,0.013,ON,22,Normal,23.14,74.92,2026-08-28 06:45:00
B001,R001,Office,12,23.9,58.72,3,0.131,0.0,0.013,0.104,0.013,OFF,24,Normal,23.66,69.86,2026-08-28 07:00:00
B001,R002,Meeting Room,10,23.96,61.44,0,0.078,0.0,0.006,0.062,0.011,OFF,24,Normal,22.91,74.35,2026-08-28 07:00:00
B001,R003,Server Room,3,21.97,58.74,2,0.671,0.0,0.006,0.654,0.011,OFF,22,Normal,23.6,70.87,2026-08-28 07:00:00
B002,R001,Office,12,23.78,59.11,0,0.111,0.0,0.008,0.088,0.016,OFF,24,Normal,24.16,71.07,2026-08-28 07:00:00
B002,R002,Meeting Room,10,23.73,58.61,0,0.085,0.0,0.006,0.061,0.018,OFF,24,Normal,24.68,73.18,2026-08-28 07:00:00
B002,R003,Server Room,3,21.64,55.32,2,0.656,0.0,0.006,0.638,0.012,OFF,22,Normal,24.290000000000003,68.84,2026-08-28 07:00:00
B003,R001,Office,12,23.54,59.12,10,0.185,0.0,0.026,0.148,0.012,OFF,24,Normal,23.330000000000002,73.38,2026-08-28 07:00:00
B003,R002,Meeting Room,10,23.83,56.74,3,0.109,0.0,0.012,0.082,0.015,OFF,24,Normal,23.240000000000002,70.15,2026-08-28 07:00:00
B003,R003,Server Room,3,22.22,60.57,0,0.655,0.0,0.002,0.639,0.014,OFF,22,Normal,23.18,72.18,2026-08-28 07:00:00
B001,R001,Office,12,23.8,58.83,3,0.137,0.0,0.013,0.107,0.017,OFF,24,Normal,24.03,73.63,2026-08-28 07:15:00
B001,R002,Meeting Room,10,23.84,59.91,0,0.087,0.0,0.006,0.064,0.017,OFF,24,Normal,22.78,72.75,2026-08-28 07:15:00
B001,R003,Server Room,3,21.97,58.91,2,0.668,0.0,0.006,0.646,0.017,OFF,22,Normal,23.05,73.27,2026-08-28 07:15:00
B002,R001,Office,12,23.77,59.09,4,0.146,0.0,0.015,0.115,0.015,OFF,24,Normal,25.51,72.74,2026-08-28 07:15:00
B002,R002,Meeting Room,10,23.59,60.4,0,0.085,0.0,0.006,0.063,0.015,OFF,24,Normal,23.290000000000003,71.04,2026-08-28 07:15:00
B002,R003,Server Room,3,21.69,58.38,1,0.664,0.0,0.004,0.65,0.011,OFF,22,Normal,24.23,69.09,2026-08-28 07:15:00
B003,R001,Office,12,23.71,59.61,3,0.128,0.0,0.013,0.105,0.01,OFF,24,Normal,22.470000000000002,73.97,2026-08-28 07:15:00
B003,R002,Meeting Room,10,23.7,58.25,0,0.084,0.0,0.006,0.064,0.014,OFF,24,Normal,22.490000000000002,71.69,2026-08-28 07:15:00
B003,R003,Server Room,3,22.26,59.13,0,1.127,0.468,0.002,0.642,0.015,ON,22,Normal,22.68,71.99,2026-08-28 07:15:00
B001,R001,Office,12,23.69,59.28,0,0.114,0.0,0.008,0.088,0.018,OFF,24,Normal,23.12,71.43,2026-08-28 07:30:00
B001,R002,Meeting Room,10,23.85,54.58,6,0.131,0.0,0.017,0.1,0.014,OFF,24,Warning,23.26,70.32,2026-08-28 07:30:00
B001,R003,Server Room,3,21.98,57.88,1,0.662,0.0,0.004,0.643,0.016,OFF,22,Normal,23.63,73.58,2026-08-28 07:30:00
B002,R001,Office,12,23.94,60.87,0,0.113,0.0,0.008,0.09,0.015,OFF,24,Normal,23.92,72.99,2026-08-28 07:30:00
B002,R002,Meeting Room,10,23.77,59.42,8,0.145,0.0,0.021,0.11,0.014,OFF,24,Normal,23.76,73.29,2026-08-28 07:30:00
B002,R003,Server Room,3,21.69,55.32,0,0.63,0.0,0.002,0.615,0.013,OFF,22,Normal,24.490000000000002,67.74,2026-08-28 07:30:00
B003,R001,Office,12,23.62,59.86,5,0.151,0.0,0.017,0.118,0.016,OFF,24,Normal,22.950000000000003,72.79,2026-08-28 07:30:00
B003,R002,Meeting Room,10,23.76,57.76,2,0.095,0.0,0.01,0.074,0.012,OFF,24,Normal,22.05,70.96,2026-08-28 07:30:00
B003,R003,Server Room,3,22.47,55.32,0,1.129,0.499,0.002,0.614,0.015,ON,22,Normal,23.520000000000003,69.67,2026-08-28 07:30:00
B001,R001,Office,12,23.69,60.43,0,0.115,0.0,0.008,0.088,0.02,OFF,24,Normal,22.89,71.82,2026-08-28 07:45:00
B001,R002,Meeting Room,10,23.89,58.89,0,0.087,0.0,0.006,0.063,0.018,OFF,24,Normal,23.57,69.85,2026-08-28 07:45:00
B001,R003,Server Room,3,22.03,61.2,0,0.652,0.0,0.002,0.639,0.011,OFF,22,Normal,23.63,71.64,2026-08-28 07:45:00
B002,R001,Office,12,23.97,55.65,5,0.155,0.0,0.017,0.12,0.019,OFF,24,Normal,24.270000000000003,70.73,2026-08-28 07:45:00
B002,R002,Meeting Room,10,23.88,55.53,0,0.085,0.0,0.006,0.063,0.016,OFF,24,Normal,23.490000000000002,69.66,2026-08-28 07:45:00
B002,R003,Server Room,3,21.82,63.09,2,0.663,0.0,0.006,0.638,0.02,OFF,22,Normal,24.82,76.35,2026-08-28 07:45:00
B003,R001,Office,12,23.68,56.42,5,0.144,0.0,0.017,0.117,0.01,OFF,24,Normal,23.25,71.01,2026-08-28 07:45:00
B003,R002,Meeting Room,10,23.85,58.63,4,0.116,0.0,0.014,0.089,0.013,OFF,24,Normal,23.060000000000002,70.98,2026-08-28 07:45:00
B003,R003,Server Room,3,22.37,59.49,1,1.149,0.492,0.004,0.642,0.011,ON,22,Normal,23.580000000000002,74.2,2026-08-28 07:45:00
B001,R001,Office,12,23.95,60.79,10,0.199,0.0,0.027,0.154,0.018,OFF,24,Normal,24.05,74.34,2026-08-28 08:00:00
B001,R002,Meeting Room,10,23.96,57.71,3,0.11,0.0,0.012,0.08,0.019,OFF,24,Normal,24.86,70.91,2026-08-28 08:00:00
B001,R003,Server Room,3,22.4,57.59,2,1.171,0.517,0.006,0.63,0.019,ON,22,Normal,24.71,70.32,2026-08-28 08:00:00
B002,R001,Office,12,24.03,56.44,14,0.227,0.0,0.034,0.177,0.017,OFF,24,Normal,24.94,70.62,2026-08-28 08:00:00
B002,R002,Meeting Room,10,23.91,56.3,0,0.078,0.0,0.006,0.061,0.011,OFF,24,Normal,24.220000000000002,69.72,2026-08-28 08:00:00
B002,R003,Server Room,3,21.86,58.45,1,0.639,0.0,0.004,0.625,0.01,OFF,22,Normal,25.380000000000003,71.55,2026-08-28 08:00:00
B003,R001,Office,12,23.66,56.66,0,0.108,0.0,0.008,0.089,0.011,OFF,24,Normal,24.28,68.14,2026-08-28 08:00:00
B003,R002,Meeting Room,10,23.7,61.34,0,0.088,0.0,0.006,0.063,0.019,OFF,24,Normal,23.5,73.25,2026-08-28 08:00:00
B003,R003,Server Room,3,22.34,58.03,1,1.106,0.469,0.004,0.62,0.013,ON,22,Normal,24.37,71.37,2026-08-28 08:00:00
B001,R001,Office,12,24.02,61.33,0,0.113,0.0,0.008,0.089,0.017,OFF,24,Normal,24.38,73.8,2026-08-28 08:15:00
B001,R002,Meeting Room,10,24.0,61.28,3,0.106,0.0,0.012,0.083,0.011,OFF,24,Warning,24.22,73.49,2026-08-28 08:15:00
B001,R003,Server Room,3,22.23,61.42,0,0.643,0.0,0.002,0.627,0.014,OFF,22,Normal,23.91,73.34,2026-08-28 08:15:00
B002,R001,Office,12,24.19,58.8,11,0.191,0.0,0.028,0.154,0.01,OFF,24,Normal,23.330000000000002,73.07,2026-08-28 08:15:00
B002,R002,Meeting Room,10,23.93,59.53,0,0.086,0.0,0.006,0.062,0.018,OFF,24,Normal,25.26,69.9,2026-08-28 08:15:00
B002,R003,Server Room,3,22.01,58.06,1,0.662,0.0,0.004,0.647,0.011,OFF,22,Normal,24.39,70.08,2026-08-28 08:15:00
B003,R001,Office,12,23.55,58.33,0,0.112,0.0,0.008,0.088,0.017,OFF,24,Normal,24.040000000000003,72.51,2026-08-28 08:15:00
B003,R002,Meeting Room,10,23.72,60.88,2,0.102,0.0,0.01,0.073,0.019,OFF,24,Normal,22.64,73.9,2026-08-28 08:15:00
B003,R003,Server Room,3,22.34,57.66,1,1.096,0.465,0.004,0.618,0.01,ON,22,Warning,24.48,71.06,2026-08-28 08:15:00
B001,R001,Office,12,23.94,58.56,8,0.168,0.0,0.022,0.134,0.012,OFF,24,Normal,23.81,73.81,2026-08-28 08:30:00
B001,R002,Meeting Room,10,23.97,57.93,0,0.086,0.0,0.006,0.062,0.018,OFF,24,Normal,24.13,70.3,2026-08-28 08:30:00
B001,R003,Server Room,3,22.48,58.41,1,1.226,0.559,0.004,0.647,0.016,ON,22,Normal,23.98,72.77,2026-08-28 08:30:00
B002,R001,Office,12,24.04,59.07,10,0.184,0.0,0.026,0.146,0.012,OFF,24,Normal,24.400000000000002,72.86,2026-08-28 08:30:00
B002,R002,Meeting Room,10,24.03,60.97,0,0.091,0.0,0.006,0.064,0.02,OFF,24,Normal,23.71,71.94,2026-08-28 08:30:00
B002,R003,Server Room,3,22.16,58.39,0,0.623,0.0,0.002,0.607,0.015,OFF,22,Normal,24.39,72.35,2026-08-28 08:30:00
B003,R001,Office,12,23.53,56.94,5,0.151,0.0,0.017,0.119,0.016,OFF,24,Normal,23.39,71.34,2026-08-28 08:30:00
B003,R002,Meeting Room,10,23.79,59.55,3,0.103,0.0,0.012,0.081,0.01,OFF,24,Normal,24.150000000000002,74.84,2026-08-28 08:30:00
B003,R003,Server Room,3,22.54,59.04,0,1.175,0.532,0.002,0.631,0.01,ON,22,Normal,23.240000000000002,75.15,2026-08-28 08:30:00
B001,R001,Office,12,23.91,57.83,0,0.109,0.0,0.007,0.086,0.016,OFF,24,Normal,23.86,70.48,2026-08-28 08:45:00
B001,R002,Meeting Room,10,23.84,56.23,4,0.114,0.0,0.014,0.087,0.013,OFF,24,Normal,24.86,66.42,2026-08-28 08:45:00
B001,R003,Server Room,3,22.5,57.31,2,1.202,0.55,0.006,0.636,0.011,ON,22,Normal,24.44,70.66,2026-08-28 08:45:00
B002,R001,Office,12,24.09,57.83,0,0.112,0.0,0.008,0.089,0.015,OFF,24,Normal,25.130000000000003,72.13,2026-08-28 08:45:00
B002,R002,Meeting Room,10,24.02,55.96,0,0.083,0.0,0.006,0.064,0.012,OFF,24,Normal,24.94,69.66,2026-08-28 08:45:00
B002,R003,Server Room,3,22.2,55.82,1,0.66,0.0,0.004,0.643,0.013,OFF,22,Normal,24.470000000000002,66.9,2026-08-28 08:45:00
B003,R001,Office,12,23.5,56.01,1,0.111,0.0,0.009,0.092,0.011,OFF,24,Normal,24.720000000000002,68.36,2026-08-28 08:45:00
B003,R002,Meeting Room,10,23.84,58.09,0,0.08,0.0,0.006,0.062,0.012,OFF,24,Normal,23.92,71.8,2026-08-28 08:45:00
B003,R003,Server Room,3,22.3,56.62,2,1.152,0.479,0.006,0.657,0.011,ON,22,Normal,23.98,70.84,2026-08-28 08:45:00
B001,R001,Office,12,23.82,57.31,0,0.111,0.0,0.007,0.087,0.016,OFF,24,Normal,24.62,71.01,2026-08-28 09:00:00
B001,R002,Meeting Room,10,23.8,58.99,0,0.087,0.0,0.006,0.064,0.017,OFF,24,Normal,24.68,70.62,2026-08-28 09:00:00
B001,R003,Server Room,3,22.67,56.81,1,1.247,0.595,0.004,0.63,0.017,ON,22,Normal,25.52,68.57,2026-08-28 09:00:00
B002,R001,Office,12,24.08,60.55,0,0.106,0.0,0.008,0.088,0.01,OFF,24,Normal,25.130000000000003,72.98,2026-08-28 09:00:00
B002,R002,Meeting Room,10,24.14,54.87,3,0.107,0.0,0.012,0.082,0.014,OFF,24,Normal,25.64,68.2,2026-08-28 09:00:00
B002,R003,Server Room,3,22.32,59.8,0,1.201,0.547,0.002,0.634,0.018,ON,22,Normal,25.69,70.87,2026-08-28 09:00:00
B003,R001,Office,12,23.76,55.76,3,0.143,0.0,0.014,0.109,0.02,OFF,24,Normal,25.110000000000003,67.83,2026-08-28 09:00:00
B003,R002,Meeting Room,10,23.91,56.38,9,0.16,0.0,0.023,0.12,0.016,OFF,24,Normal,24.53,71.7,2026-08-28 09:00:00
B003,R003,Server Room,3,22.55,56.96,1,1.217,0.546,0.004,0.649,0.019,ON,22,Normal,24.240000000000002,70.14,2026-08-28 09:00:00
B001,R001,Office,12,23.88,58.33,1,0.121,0.0,0.009,0.095,0.017,OFF,24,Normal,25.36,70.58,2026-08-28 09:15:00
B001,R002,Meeting Room,10,24.07,57.89,6,0.133,0.0,0.018,0.101,0.014,OFF,24,Normal,24.66,72.05,2026-08-28 09:15:00
B001,R003,Server Room,3,22.42,59.13,0,1.16,0.522,0.002,0.62,0.016,ON,22,Normal,24.57,73.6,2026-08-28 09:15:00
B002,R001,Office,12,24.12,55.34,0,0.104,0.0,0.007,0.085,0.011,OFF,24,Normal,25.68,67.82,2026-08-28 09:15:00
B002,R002,Meeting Room,10,24.16,56.22,1,0.088,0.0,0.008,0.068,0.012,OFF,24,Normal,24.62,70.24,2026-08-28 09:15:00
B002,R003,Server Room,3,22.5,57.91,2,1.218,0.578,0.005,0.621,0.013,ON,22,Normal,24.94,69.4,2026-08-28 09:15:00
B003,R001,Office,12,24.04,58.92,3,0.138,0.0,0.013,0.108,0.017,OFF,24,Normal,24.19,73.28,2026-08-28 09:15:00
B003,R002,Meeting Room,10,23.92,56.3,0,0.088,0.0,0.006,0.063,0.018,OFF,24,Normal,24.830000000000002,69.38,2026-08-28 09:15:00
B003,R003,Server Room,3,22.59,60.05,0,1.176,0.536,0.002,0.619,0.019,ON,22,Normal,24.01,71.89,2026-08-28 09:15:00
B001,R001,Office,12,23.94,54.79,0,0.112,0.0,0.008,0.088,0.017,OFF,24,Normal,25.94,67.33,2026-08-28 09:30:00
B001,R002,Meeting Room,10,24.23,57.36,0,0.086,0.0,0.006,0.064,0.016,OFF,24,Normal,25.31,69.7,2026-08-28 09:30:00
B001,R003,Server Room,3,22.56,57.55,2,1.223,0.565,0.006,0.637,0.015,ON,22,Normal,24.67,69.11,2026-08-28 09:30:00
B002,R001,Office,12,24.26,55.38,4,0.139,0.0,0.015,0.11,0.014,OFF,24,Normal,25.71,69.59,2026-08-28 09:30:00
B002,R002,Meeting Room,10,24.11,55.97,3,0.111,0.0,0.012,0.081,0.018,OFF,24,Normal,24.6,67.8,2026-08-28 09:30:00
B002,R003,Server Room,3,22.45,60.48,0,1.198,0.57,0.002,0.613,0.014,ON,22,Normal,25.42,73.04,2026-08-28 09:30:00
B003,R001,Office,12,24.13,56.75,4,0.141,0.0,0.015,0.114,0.012,OFF,24,Normal,24.130000000000003,71.42,2026-08-28 09:30:00
B003,R002,Meeting Room,10,23.79,56.05,9,0.15,0.0,0.023,0.116,0.012,OFF,24,Normal,24.040000000000003,67.86,2026-08-28 09:30:00
B003,R003,Server Room,3,22.42,55.98,0,1.121,0.489,0.002,0.615,0.015,ON,22,Normal,23.21,71.27,2026-08-28 09:30:00
B001,R001,Office,12,24.17,53.74,11,0.196,0.0,0.028,0.155,0.014,OFF,24,Normal,25.83,65.62,2026-08-28 09:45:00
B001,R002,Meeting Room,10,24.25,56.76,9,0.156,0.0,0.023,0.118,0.015,OFF,24,Normal,23.91,73.06,2026-08-28 09:45:00
B001,R003,Server Room,3,22.6,55.76,0,1.229,0.58,0.002,0.627,0.019,ON,22,Normal,25.29,71.3,2026-08-28 09:45:00
B002,R001,Office,12,24.2,60.57,0,0.109,0.0,0.007,0.087,0.014,OFF,24,Normal,25.35,72.76,2026-08-28 09:45:00
B002,R002,Meeting Room,10,24.3,57.1,11,0.17,0.0,0.026,0.128,0.016,OFF,24,Normal,25.880000000000003,69.55,2026-08-28 09:45:00
B002,R003,Server Room,3,22.49,56.02,1,1.21,0.575,0.004,0.613,0.018,ON,22,Normal,25.310000000000002,71.72,2026-08-28 09:45:00
B003,R001,Office,12,23.99,56.96,14,0.225,0.0,0.034,0.179,0.011,OFF,24,Normal,24.360000000000003,71.86,2026-08-28 09:45:00
B003,R002,Meeting Room,10,23.93,54.89,7,0.141,0.0,0.02,0.107,0.014,OFF,24,Normal,25.03,68.52,2026-08-28 09:45:00
B003,R003,Server Room,3,22.44,57.64,1,1.178,0.512,0.004,0.643,0.019,ON,22,Normal,24.720000000000002,73.17,2026-08-28 09:45:00
B001,R001,Office,12,24.34,56.06,8,0.174,0.0,0.022,0.136,0.015,OFF,24,Normal,25.09,69.76,2026-08-28 10:00:00
B001,R002,Meeting Room,10,24.31,58.35,7,0.139,0.0,0.02,0.109,0.011,OFF,24,Normal,25.58,72.3,2026-08-28 10:00:00
B001,R003,Server Room,3,22.65,58.31,0,1.235,0.591,0.002,0.625,0.017,ON,22,Normal,25.71,69.62,2026-08-28 10:00:00
B002,R001,Office,12,24.22,55.36,0,0.109,0.0,0.008,0.089,0.012,OFF,24,Normal,26.970000000000002,66.17,2026-08-28 10:00:00
B002,R002,Meeting Room,10,24.26,54.11,1,0.092,0.0,0.008,0.07,0.013,OFF,24,Normal,25.3,67.45,2026-08-28 10:00:00
B002,R003,Server Room,3,22.52,58.37,3,1.274,0.603,0.008,0.647,0.016,ON,22,Warning,25.89,69.52,2026-08-28 10:00:00
B003,R001,Office,12,24.2,52.49,7,0.166,0.0,0.02,0.13,0.016,OFF,24,Normal,26.53,65.53,2026-08-28 10:00:00
B003,R002,Meeting Room,10,23.98,57.5,7,0.14,0.0,0.02,0.107,0.013,OFF,24,Normal,24.78,69.61,2026-08-28 10:00:00
B003,R003,Server Room,3,22.39,56.06,1,1.16,0.5,0.004,0.645,0.011,ON,22,Normal,25.040000000000003,67.78,2026-08-28 10:00:00
